FlightNumber,AircraftType,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,FlightDuration,FuelConsumed (kg),PayloadWeight (kg),PassengerCount,TaxiOutTime (min),TaxiInTime (min),ExpectedFuel (kg),FuelDifference (kg),RouteDistance (km),AltitudeLevel (ft),CruiseSpeed (km/h),FuelPerPassenger (kg),FuelPerKm (kg/km),EmissionEstimate (kg CO₂)
PK1046,A320,IST,DEL,2025-12-05 10:37,2025-12-05 15:44,307,5993.24,10907,129,21,12,6249.07,-255.83,4573.44,35147,892,46.46,1.3104,18938.64
MS8951,A320,JED,IST,2025-09-11 23:28,2025-09-12 02:20,172,3736.6,17199,84,8,13,3611.99,124.61,2383.55,30917,827,44.48,1.5677,11807.66
PK2872,A320,CAI,JED,2025-06-14 20:55,2025-06-14 22:20,85,1859.47,7943,114,20,23,1779.43,80.04,1214.94,32746,855,16.31,1.5305,5875.93
PK8386,A320,DOH,IST,2025-11-15 06:54,2025-11-15 09:58,184,3809.13,13689,158,7,5,3816.89,-7.76,2756.39,31314,896,24.11,1.3819,12036.85
PK4634,A320,DXB,JED,2025-01-17 19:51,2025-01-17 22:00,129,2592.4,14667,135,10,23,2726.67,-134.27,1702.17,38379,786,19.2,1.523,8191.98
TK2487,A320,DEL,JED,2025-10-08 12:22,2025-10-08 17:05,283,5737.48,6058,84,11,13,5720.58,16.9,3886.02,34078,823,68.3,1.4764,18130.44
PK188,A320,CAI,DOH,2025-08-15 17:21,2025-08-15 19:39,138,3066.93,17197,138,30,20,2931.97,134.96,2060.93,36559,894,22.22,1.4881,9691.5
PK8631,A320,CAI,DXB,2025-09-18 13:41,2025-09-18 16:28,167,3309.43,6052,156,9,19,3400.52,-91.09,2419.78,32689,869,21.21,1.3677,10457.8
MS8622,A320,CAI,IST,2025-04-22 21:26,2025-04-22 22:52,86,1753.35,7253,80,18,20,1792.53,-39.18,1261.41,36066,871,21.92,1.39,5540.59
EK8755,A320,DXB,IST,2025-01-06 15:11,2025-01-06 18:36,205,4338.27,7321,165,5,13,4173.21,165.06,3029.96,31920,885,26.29,1.4318,13708.93
EK1550,A320,DXB,DEL,2025-12-09 17:34,2025-12-09 20:10,156,3237.54,6907,145,18,17,3189.07,48.47,2186.68,37324,841,22.33,1.4806,10230.63
QR5426,A320,KHI,DOH,2025-04-11 05:42,2025-04-11 07:31,109,2367.89,10928,113,17,23,2289.28,78.61,1568.56,37385,858,20.95,1.5096,7482.53
TK7003,A320,JED,DEL,2025-11-12 05:45,2025-11-12 10:08,263,5242.52,16907,123,9,17,5429.07,-186.55,3886.02,32314,886,42.62,1.3491,16566.36
PK654,A320,IST,JED,2025-11-12 05:30,2025-11-12 08:16,166,3544.28,15349,162,30,7,3473.49,70.79,2383.55,33420,860,21.88,1.487,11199.92
QR4772,A320,DOH,IST,2025-05-05 10:53,2025-05-05 14:13,200,4086.82,12129,137,7,14,4121.29,-34.47,2756.39,30088,823,29.83,1.4827,12914.35
QR5982,A320,DOH,IST,2025-01-16 08:31,2025-01-16 11:44,193,4026.93,13068,149,12,16,3990.68,36.25,2756.39,38569,856,27.03,1.4609,12725.1
MS3580,A320,IST,CAI,2025-12-09 10:48,2025-12-09 12:24,96,2095.12,15573,103,25,7,2075.73,19.39,1261.41,32905,788,20.34,1.6609,6620.58
AI942,A320,KHI,JED,2025-10-25 07:22,2025-10-25 10:50,208,4122.58,10343,124,28,19,4263.43,-140.85,2882.63,31694,830,33.25,1.4301,13027.35
SV3538,A320,JED,DEL,2025-05-23 19:55,2025-05-24 00:15,260,5028.08,6100,100,10,20,5261.0,-232.92,3886.02,35196,895,50.28,1.2939,15888.73
AI6254,A320,DEL,DXB,2025-06-18 11:31,2025-06-18 14:11,160,3240.58,11457,86,25,16,3314.57,-73.99,2186.68,36623,820,37.68,1.482,10240.23
QR5028,A320,CAI,DOH,2025-03-06 16:35,2025-03-06 19:04,149,3128.54,6837,112,25,18,3048.37,80.17,2060.93,33789,829,27.93,1.518,9886.19
MS186,A320,DOH,DEL,2025-10-02 05:26,2025-10-02 08:26,180,3619.79,15995,144,11,19,3759.95,-140.16,2553.18,36428,847,25.14,1.4178,11438.54
SV8413,A320,DOH,DEL,2025-04-11 19:30,2025-04-11 22:24,174,3558.9,15028,95,22,5,3630.28,-71.38,2553.18,33889,879,37.46,1.3939,11246.12
SV4120,A320,DEL,IST,2025-04-05 16:53,2025-04-05 22:38,345,7101.21,16733,137,30,9,7067.33,33.88,4573.44,32051,794,51.83,1.5527,22439.82
SV6439,A320,DEL,DXB,2025-12-11 01:32,2025-12-11 03:58,146,3001.55,11964,142,27,24,3039.64,-38.09,2186.68,34475,897,21.14,1.3726,9484.9
AI3247,A320,DOH,CAI,2025-04-06 12:02,2025-04-06 14:27,145,2954.07,15601,159,28,9,3056.01,-101.94,2060.93,37118,848,18.58,1.4334,9334.86
SV7262,A320,DXB,DOH,2025-07-08 15:36,2025-07-08 16:01,25,662.46,15937,131,26,25,659.37,3.09,378.52,35986,882,5.06,1.7501,2093.37
EK8781,A320,JED,DOH,2025-09-17 20:21,2025-09-17 21:55,94,2114.69,15446,87,7,13,2034.46,80.23,1332.96,35672,842,24.31,1.5865,6682.42
TK7171,A320,CAI,DEL,2025-11-22 21:02,2025-11-23 02:04,302,6130.31,6726,140,21,8,6107.26,23.05,4412.05,38666,875,43.79,1.3894,19371.78
EK7665,A320,DXB,DEL,2025-09-13 07:03,2025-09-13 09:50,167,3298.72,12269,145,13,23,3462.69,-163.97,2186.68,31795,781,22.75,1.5085,10423.96
SV3021,A320,CAI,DOH,2025-02-26 21:48,2025-02-27 00:10,142,3034.15,14381,82,23,9,2983.81,50.34,2060.93,38233,868,37.0,1.4722,9587.91
MS3793,A320,DEL,DOH,2025-08-03 16:20,2025-08-03 19:12,172,3770.92,16382,126,14,16,3603.82,167.1,2553.18,37013,887,29.93,1.4769,11916.11
MS681,A320,DEL,IST,2025-11-21 23:40,2025-11-22 05:03,323,6251.65,11473,127,28,15,6574.73,-323.08,4573.44,36660,847,49.23,1.3669,19755.21
AI711,A320,CAI,DOH,2025-06-10 19:19,2025-06-10 21:48,149,3154.62,10547,101,12,15,3085.47,69.15,2060.93,38236,826,31.23,1.5307,9968.6
EK382,A320,DOH,DXB,2025-02-17 14:13,2025-02-17 14:41,28,650.25,12099,130,5,13,680.99,-30.74,378.52,33212,805,5.0,1.7179,2054.79
PK302,A320,IST,CAI,2025-11-03 04:01,2025-11-03 05:36,95,1984.13,9351,111,29,11,1993.51,-9.38,1261.41,30658,791,17.88,1.5729,6269.85
TK6014,A320,DEL,DOH,2025-04-07 08:53,2025-04-07 12:05,192,4136.39,12224,136,14,6,3962.24,174.15,2553.18,36374,797,30.41,1.6201,13070.99
MS775,A320,JED,KHI,2025-01-07 05:19,2025-01-07 08:39,200,4152.9,7771,147,13,24,4077.71,75.19,2882.63,37396,861,28.25,1.4407,13123.16
MS3401,A320,KHI,DXB,2025-10-04 16:48,2025-10-04 18:07,79,1647.73,11051,82,30,25,1690.51,-42.78,1190.18,38544,893,20.09,1.3844,5206.83
PK2933,A320,DOH,KHI,2025-09-20 18:35,2025-09-20 20:31,116,2377.73,7665,131,10,24,2396.65,-18.92,1568.56,30701,807,18.15,1.5159,7513.63
AI1406,A320,DOH,CAI,2025-09-18 11:44,2025-09-18 14:16,152,3063.13,6861,143,6,21,3108.61,-45.48,2060.93,36881,810,21.42,1.4863,9679.49
EK5961,A320,DOH,IST,2025-07-22 21:13,2025-07-23 00:18,185,3641.41,11404,106,7,8,3814.04,-172.63,2756.39,30184,893,34.35,1.3211,11506.86
AI4359,A320,CAI,DOH,2025-01-01 23:04,2025-01-02 01:41,157,3344.5,11089,92,13,23,3250.89,93.61,2060.93,31168,786,36.35,1.6228,10568.62
SV9027,A320,DEL,DXB,2025-04-07 05:48,2025-04-07 08:26,158,3349.89,11939,161,20,8,3279.39,70.5,2186.68,35895,826,20.81,1.532,10585.65
MS1218,A320,IST,CAI,2025-04-12 01:14,2025-04-12 02:41,87,1794.22,6735,127,25,8,1807.35,-13.13,1261.41,33590,863,14.13,1.4224,5669.74
AI142,A320,JED,DXB,2025-05-23 22:22,2025-05-24 00:30,128,2788.19,17878,145,8,21,2738.78,49.41,1702.17,31807,797,19.23,1.638,8810.68
PK7174,A320,CAI,DOH,2025-12-11 18:14,2025-12-11 20:41,147,3197.83,15807,81,7,23,3098.07,99.76,2060.93,36130,839,39.48,1.5516,10105.14
AI1961,A320,KHI,DOH,2025-11-18 16:33,2025-11-18 18:22,109,2385.92,9974,99,7,7,2279.74,106.18,1568.56,34991,863,24.1,1.5211,7539.51
SV7275,A320,KHI,JED,2025-10-28 07:43,2025-10-28 11:01,198,3996.2,10154,103,24,11,4061.54,-65.34,2882.63,32414,870,38.8,1.3863,12627.99
EK3919,A320,KHI,DEL,2025-01-03 16:33,2025-01-03 17:50,77,1630.49,6403,83,23,13,1604.03,26.46,1067.83,37832,830,19.64,1.5269,5152.35
SV6309,A320,IST,DEL,2025-08-22 15:06,2025-08-22 20:37,331,6397.71,7409,165,30,12,6694.09,-296.38,4573.44,37638,827,38.77,1.3989,20216.76
EK5558,A320,JED,IST,2025-02-25 18:49,2025-02-25 21:29,160,3256.57,11785,95,15,7,3317.85,-61.28,2383.55,32191,889,34.28,1.3663,10290.76
TK3772,A320,CAI,DEL,2025-03-14 07:39,2025-03-14 12:50,311,6087.62,9321,97,6,13,6313.21,-225.59,4412.05,30146,851,62.76,1.3798,19236.88
QR919,A320,JED,CAI,2025-12-02 20:58,2025-12-02 22:28,90,1940.0,17680,114,18,11,1976.8,-36.8,1214.94,37302,809,17.02,1.5968,6130.4
SV3405,A320,DEL,KHI,2025-05-15 02:32,2025-05-15 03:51,79,1722.33,13565,127,22,13,1715.65,6.68,1067.83,34200,811,13.56,1.6129,5442.56
PK2889,A320,KHI,DEL,2025-11-07 20:37,2025-11-07 21:48,71,1497.55,10638,152,6,7,1526.38,-28.83,1067.83,38884,895,9.85,1.4024,4732.26
TK2193,A320,DXB,IST,2025-03-18 11:01,2025-03-18 14:49,228,4685.75,14486,169,25,21,4704.86,-19.11,3029.96,36853,794,27.73,1.5465,14806.97
EK9012,A320,DXB,DOH,2025-08-17 20:56,2025-08-17 21:22,26,657.18,11674,141,19,5,636.74,20.44,378.52,33672,869,4.66,1.7362,2076.69
MS973,A320,CAI,KHI,2025-08-06 23:52,2025-08-07 03:52,240,4717.75,7832,156,30,12,4878.32,-160.57,3565.44,32486,889,30.24,1.3232,14908.09
SV2764,A320,DXB,IST,2025-07-24 10:14,2025-07-24 13:41,207,4295.82,7151,146,9,5,4211.51,84.31,3029.96,30509,876,29.42,1.4178,13574.79
QR6790,A320,KHI,DXB,2025-02-09 18:18,2025-02-09 19:42,84,1863.44,17281,136,14,25,1852.81,10.63,1190.18,33722,845,13.7,1.5657,5888.47
EK553,A320,JED,KHI,2025-09-25 12:42,2025-09-25 15:59,197,4148.96,9428,88,5,20,4034.28,114.68,2882.63,36271,875,47.15,1.4393,13110.71
MS6089,A320,JED,CAI,2025-10-24 18:21,2025-10-24 19:49,88,1797.51,11854,89,16,15,1878.54,-81.03,1214.94,37056,827,20.2,1.4795,5680.13
MS9717,A320,IST,DXB,2025-11-22 03:56,2025-11-22 07:28,212,4445.24,6893,145,8,6,4308.93,136.31,3029.96,38240,855,30.66,1.4671,14046.96
PK3298,A320,CAI,IST,2025-09-11 18:39,2025-09-11 20:15,96,1982.01,14135,147,24,25,2061.35,-79.34,1261.41,38990,784,13.48,1.5713,6263.15
TK2870,A320,KHI,DEL,2025-10-04 03:36,2025-10-04 04:49,73,1609.94,16126,131,24,8,1621.26,-11.32,1067.83,30617,867,12.29,1.5077,5087.41
EK3971,A320,DOH,CAI,2025-06-11 06:42,2025-06-11 09:02,140,2845.15,17232,141,16,21,2972.32,-127.17,2060.93,33323,880,20.18,1.3805,8990.67
EK5320,A320,JED,DXB,2025-01-28 02:01,2025-01-28 04:05,124,2524.97,16162,156,16,10,2641.62,-116.65,1702.17,33158,820,16.19,1.4834,7978.91
QR5274,A320,JED,DEL,2025-12-19 20:15,2025-12-20 01:08,293,5631.88,6155,157,21,17,5921.55,-289.67,3886.02,38177,794,35.87,1.4493,17796.74
MS4722,A320,DXB,KHI,2025-09-05 05:47,2025-09-05 07:07,80,1766.02,17419,102,26,17,1774.19,-8.17,1190.18,33346,889,17.31,1.4838,5580.62
EK563,A320,JED,DXB,2025-03-01 13:50,2025-03-01 15:57,127,2746.95,10433,84,12,22,2644.33,102.62,1702.17,34575,798,32.7,1.6138,8680.36
QR2904,A320,DXB,DEL,2025-12-03 05:57,2025-12-03 08:35,158,3306.12,9312,111,5,5,3253.12,53.0,2186.68,30547,828,29.78,1.5119,10447.34
QR3614,A320,JED,IST,2025-09-24 08:15,2025-09-24 10:55,160,3232.1,11989,125,14,10,3319.89,-87.79,2383.55,37479,892,25.86,1.356,10213.44
PK1823,A320,DEL,DXB,2025-06-15 07:01,2025-06-15 09:47,166,3538.51,11354,137,5,22,3433.54,104.97,2186.68,33006,790,25.83,1.6182,11181.69
EK867,A320,DOH,KHI,2025-04-06 06:52,2025-04-06 08:36,104,2091.05,6596,174,5,23,2145.96,-54.91,1568.56,37829,900,12.02,1.3331,6607.72
MS1646,A320,JED,CAI,2025-09-27 15:58,2025-09-27 17:26,88,1910.91,9910,96,17,24,1859.1,51.81,1214.94,37579,823,19.91,1.5728,6038.48
MS7387,A320,IST,JED,2025-04-18 13:34,2025-04-18 16:21,167,3464.69,7461,106,18,16,3414.61,50.08,2383.55,37720,854,32.69,1.4536,10948.42
SV9529,A320,KHI,DEL,2025-10-27 01:24,2025-10-27 02:39,75,1590.12,6667,87,14,19,1566.67,23.45,1067.83,38772,853,18.28,1.4891,5024.78
TK4076,A320,IST,DEL,2025-02-14 18:55,2025-02-15 00:14,319,6534.48,11469,89,7,16,6494.69,39.79,4573.44,31283,858,73.42,1.4288,20648.96
QR6214,A320,JED,DXB,2025-12-05 16:44,2025-12-05 18:52,128,2643.33,8668,82,9,8,2646.68,-3.35,1702.17,32790,795,32.24,1.5529,8352.92
EK9095,A320,DOH,DEL,2025-09-03 21:29,2025-09-04 00:20,171,3383.59,7790,155,9,24,3497.9,-114.31,2553.18,38787,892,21.83,1.3252,10692.14
TK7306,A320,JED,CAI,2025-02-12 22:04,2025-02-12 23:29,85,1903.21,15116,171,28,15,1851.16,52.05,1214.94,37882,848,11.13,1.5665,6014.14
PK3901,A320,KHI,IST,2025-06-08 00:12,2025-06-08 04:42,270,5692.96,12382,144,26,14,5523.82,169.14,3975.55,31445,881,39.53,1.432,17989.75
PK7988,A320,DXB,JED,2025-01-07 12:46,2025-01-07 14:48,122,2612.22,9628,128,11,25,2536.28,75.94,1702.17,34122,833,20.41,1.5346,8254.62
MS9871,A320,JED,DOH,2025-10-02 01:19,2025-10-02 02:50,91,2068.27,15610,119,14,8,1976.1,92.17,1332.96,37138,875,17.38,1.5516,6535.73
TK6165,A320,KHI,CAI,2025-06-14 15:40,2025-06-14 19:38,238,4802.29,16522,115,25,5,4925.22,-122.93,3565.44,33454,898,41.76,1.3469,15175.24
PK5810,A320,DXB,DEL,2025-06-01 05:03,2025-06-01 07:48,165,3465.73,13983,91,6,11,3439.83,25.9,2186.68,36679,792,38.08,1.5849,10951.71
QR9741,A320,DXB,DEL,2025-02-27 14:41,2025-02-27 17:11,150,3094.27,13752,141,11,10,3137.52,-43.25,2186.68,33900,873,21.95,1.4151,9777.89
MS9861,A320,KHI,DOH,2025-06-28 19:42,2025-06-28 21:27,105,2303.89,11175,113,18,10,2211.75,92.14,1568.56,30320,895,20.39,1.4688,7280.29
EK6083,A320,DEL,CAI,2025-01-19 19:04,2025-01-20 00:21,317,6806.4,16678,129,28,24,6506.78,299.62,4412.05,32861,834,52.76,1.5427,21508.22
SV2971,A320,DEL,CAI,2025-06-16 09:56,2025-06-16 15:28,332,6752.72,8711,147,21,18,6727.11,25.61,4412.05,34474,795,45.94,1.5305,21338.6
TK8041,A320,CAI,KHI,2025-03-14 13:59,2025-03-14 18:30,271,5490.08,6862,123,23,24,5488.62,1.46,3565.44,35185,787,44.63,1.5398,17348.65
TK6332,A320,DXB,DEL,2025-08-01 18:46,2025-08-01 21:20,154,3088.13,16651,80,8,21,3246.51,-158.38,2186.68,35362,847,38.6,1.4122,9758.49
TK5945,A320,DEL,IST,2025-06-12 11:32,2025-06-12 17:00,328,6692.58,6967,123,28,7,6629.67,62.91,4573.44,37712,836,54.41,1.4634,21148.55
QR2277,A320,JED,DXB,2025-12-26 21:08,2025-12-26 23:01,113,2457.36,17738,120,30,11,2437.38,19.98,1702.17,37047,899,20.48,1.4437,7765.26
TK9794,A320,IST,DEL,2025-10-11 23:31,2025-10-12 04:40,309,6305.09,15892,115,20,10,6338.92,-33.83,4573.44,30953,888,54.83,1.3786,19924.08
EK7525,A320,CAI,DXB,2025-06-28 21:50,2025-06-29 00:34,164,3289.53,9941,114,19,7,3379.41,-89.88,2419.78,30285,880,28.86,1.3594,10394.91
QR5420,A320,DXB,DOH,2025-03-21 03:32,2025-03-21 03:57,25,693.69,16707,117,19,18,667.0699999999999,26.62,378.52,37325,884,5.93,1.8326,2192.06
PK5335,A320,KHI,JED,2025-09-13 14:05,2025-09-13 17:24,199,4275.66,16664,129,22,12,4146.64,129.02,2882.63,34792,867,33.14,1.4832,13511.09
PK8796,A320,DEL,DOH,2025-06-18 14:44,2025-06-18 17:46,182,3748.67,7742,167,10,23,3717.42,31.25,2553.18,34031,839,22.45,1.4682,11845.8
SV581,A320,IST,DXB,2025-09-08 06:47,2025-09-08 10:24,217,4381.7,9674,168,6,12,4436.74,-55.04,3029.96,36167,835,26.08,1.4461,13846.17
SV5510,A320,DXB,DOH,2025-02-26 18:08,2025-02-26 18:36,28,638.19,8903,168,28,11,649.03,-10.84,378.52,35428,787,3.8,1.686,2016.68
TK1804,A320,IST,DXB,2025-04-15 11:28,2025-04-15 15:19,231,4956.88,16947,110,29,11,4789.47,167.41,3029.96,35014,787,45.06,1.636,15663.74
AI4767,A320,DOH,DEL,2025-09-25 06:38,2025-09-25 09:42,184,3855.94,6172,121,15,5,3741.72,114.22,2553.18,30587,832,31.87,1.5102,12184.77
SV160,A320,IST,DXB,2025-12-23 15:47,2025-12-23 19:11,204,4391.31,13704,124,7,17,4217.04,174.27,3029.96,30265,890,35.41,1.4493,13876.54
PK466,A320,DOH,CAI,2025-02-18 04:12,2025-02-18 06:47,155,3223.69,6015,108,12,6,3160.15,63.54,2060.93,36136,793,29.85,1.5642,10186.86
SV5298,A320,DXB,JED,2025-08-28 11:45,2025-08-28 13:45,120,2497.67,12867,162,9,17,2528.67,-31.0,1702.17,32792,846,15.42,1.4673,7892.64
TK5194,A320,DOH,DXB,2025-05-20 06:52,2025-05-20 07:20,28,651.1,9400,116,8,25,654.0,-2.9,378.52,33122,803,5.61,1.7201,2057.48
TK9046,A320,CAI,KHI,2025-05-11 05:59,2025-05-11 10:26,267,5727.17,17549,144,24,23,5515.49,211.68,3565.44,36697,799,39.77,1.6063,18097.86
AI1051,A320,DEL,JED,2025-02-11 20:27,2025-02-12 00:52,265,5220.03,11861,101,8,5,5418.61,-198.58,3886.02,35906,877,51.68,1.3433,16495.29
QR5520,A320,CAI,JED,2025-07-27 13:02,2025-07-27 14:27,85,1875.31,12211,179,19,15,1822.11,53.2,1214.94,38216,856,10.48,1.5435,5925.98
SV2078,A320,JED,IST,2025-06-17 21:13,2025-06-18 00:00,167,3410.04,13172,94,17,20,3471.72,-61.68,2383.55,34268,855,36.28,1.4307,10775.73
PK5175,A320,DXB,KHI,2025-01-23 00:50,2025-01-23 02:14,84,1685.82,7225,143,7,9,1752.25,-66.43,1190.18,30529,843,11.79,1.4164,5327.19
PK5416,A320,CAI,DXB,2025-08-06 07:22,2025-08-06 10:21,179,3827.38,14307,171,7,9,3723.07,104.31,2419.78,37575,810,22.38,1.5817,12094.52
AI9372,A320,DXB,KHI,2025-06-15 11:15,2025-06-15 12:35,80,1795.39,15325,121,7,6,1753.25,42.14,1190.18,33250,885,14.84,1.5085,5673.43
AI254,A320,DEL,KHI,2025-05-15 14:29,2025-05-15 15:50,81,1768.25,13970,175,21,14,1759.7,8.55,1067.83,33289,789,10.1,1.6559,5587.67
SV9243,A320,DEL,DOH,2025-01-03 00:35,2025-01-03 03:31,176,3713.7,6875,139,7,14,3588.75,124.95,2553.18,30829,870,26.72,1.4545,11735.29
MS5052,A320,CAI,DEL,2025-02-20 22:48,2025-02-21 04:23,335,6698.26,6691,140,18,5,6766.91,-68.65,4412.05,32464,790,47.84,1.5182,21166.5
EK780,A320,IST,CAI,2025-04-07 13:45,2025-04-07 15:20,95,1968.0,15142,82,25,19,2051.42,-83.42,1261.41,32964,796,24.0,1.5602,6218.88
QR2419,A320,DOH,DEL,2025-03-01 09:24,2025-03-01 12:31,187,3750.05,7372,103,13,10,3813.72,-63.67,2553.18,33552,816,36.41,1.4688,11850.16
TK906,A320,JED,DXB,2025-11-12 09:25,2025-11-12 11:22,117,2497.26,9059,101,6,9,2430.59,66.67,1702.17,38930,870,24.73,1.4671,7891.34
AI2215,A320,DXB,JED,2025-03-18 10:59,2025-03-18 13:01,122,2646.4,17382,159,13,23,2613.82,32.58,1702.17,31262,835,16.64,1.5547,8362.62
PK6978,A320,DOH,IST,2025-01-28 20:49,2025-01-28 23:57,188,4113.25,16629,144,23,25,3926.29,186.96,2756.39,37649,879,28.56,1.4923,12997.87
MS5101,A320,DEL,JED,2025-02-20 16:31,2025-02-20 21:28,297,5894.26,7415,138,26,19,6014.15,-119.89,3886.02,34885,783,42.71,1.5168,18625.86
EK9481,A320,CAI,DXB,2025-06-16 09:56,2025-06-16 12:53,177,3677.03,14205,130,13,6,3682.05,-5.02,2419.78,33993,818,28.28,1.5196,11619.41
PK6143,A320,IST,DOH,2025-03-24 09:46,2025-03-24 12:59,193,3882.98,17395,93,19,15,4033.95,-150.97,2756.39,31755,853,41.75,1.4087,12270.22
AI7617,A320,DXB,JED,2025-03-09 08:52,2025-03-09 10:46,114,2371.21,8714,130,21,12,2367.14,4.07,1702.17,34821,889,18.24,1.3931,7493.02
EK210,A320,CAI,DOH,2025-06-24 03:28,2025-06-24 06:05,157,3279.24,9276,163,16,11,3232.76,46.48,2060.93,32859,787,20.12,1.5911,10362.4
PK2423,A320,KHI,DXB,2025-08-15 02:00,2025-08-15 03:23,83,1752.91,8063,120,19,6,1740.63,12.28,1190.18,35707,854,14.61,1.4728,5539.2
AI8715,A320,DXB,CAI,2025-04-06 06:44,2025-04-06 09:31,167,3589.06,14045,142,15,19,3480.45,108.61,2419.78,37900,868,25.28,1.4832,11341.43
MS8123,A320,DOH,DEL,2025-11-22 02:17,2025-11-22 05:25,188,4092.39,16060,128,7,13,3920.6,171.79,2553.18,36678,812,31.97,1.6029,12931.95
AI258,A320,DOH,CAI,2025-08-28 15:50,2025-08-28 18:12,142,2981.62,15623,95,30,23,2996.23,-14.61,2060.93,33665,870,31.39,1.4467,9421.92
AI539,A320,DXB,DOH,2025-06-26 07:06,2025-06-26 07:34,28,671.46,9603,133,26,6,656.03,15.43,378.52,31106,797,5.05,1.7739,2121.81
EK1670,A320,DXB,DEL,2025-11-11 08:54,2025-11-11 11:24,150,3165.08,16180,138,28,23,3161.8,3.28,2186.68,38455,874,22.94,1.4474,10001.65
QR8095,A320,JED,DOH,2025-02-03 03:30,2025-02-03 05:05,95,1971.15,7801,167,22,9,1978.01,-6.86,1332.96,31082,838,11.8,1.4788,6228.83
MS8830,A320,JED,IST,2025-06-27 08:34,2025-06-27 11:30,176,3580.66,10455,102,5,7,3624.55,-43.89,2383.55,31618,811,35.1,1.5022,11314.89
EK8044,A320,DXB,DOH,2025-08-13 17:22,2025-08-13 17:48,26,628.79,13809,164,14,19,658.09,-29.3,378.52,38701,847,3.83,1.6612,1986.98
SV7078,A320,CAI,DOH,2025-11-11 14:25,2025-11-11 16:47,142,2869.71,12578,129,14,18,2965.78,-96.07,2060.93,34053,870,22.25,1.3924,9068.28
TK402,A320,CAI,JED,2025-11-24 12:45,2025-11-24 14:15,90,1932.81,7527,142,21,17,1875.27,57.54,1214.94,30363,807,13.61,1.5909,6107.68
QR919,A320,JED,DXB,2025-06-10 11:04,2025-06-10 12:57,113,2272.43,8594,179,14,25,2345.94,-73.51,1702.17,34766,896,12.7,1.335,7180.88
QR5851,A320,DEL,CAI,2025-05-02 23:19,2025-05-03 04:50,331,6892.77,8692,154,27,14,6706.92,185.85,4412.05,35876,799,44.76,1.5623,21781.15
MS4273,A320,CAI,DEL,2025-04-10 06:09,2025-04-10 11:07,298,6390.08,16921,89,28,23,6129.21,260.87,4412.05,35336,886,71.8,1.4483,20192.65
QR7908,A320,IST,KHI,2025-07-08 05:21,2025-07-08 09:52,271,5456.54,8733,167,11,10,5507.33,-50.79,3975.55,37366,878,32.67,1.3725,17242.67
MS9636,A320,DXB,KHI,2025-03-08 11:08,2025-03-08 12:36,88,1859.57,9255,150,24,16,1852.55,7.02,1190.18,31795,806,12.4,1.5624,5876.24
TK8916,A320,DOH,DEL,2025-10-02 11:18,2025-10-02 14:26,188,3748.93,17307,132,8,6,3933.07,-184.14,2553.18,37442,811,28.4,1.4683,11846.62
EK924,A320,DOH,JED,2025-11-08 05:13,2025-11-08 06:55,102,2153.64,6333,142,22,18,2103.33,50.31,1332.96,34423,780,15.17,1.6157,6805.5
PK6085,A320,JED,KHI,2025-05-10 09:52,2025-05-10 13:25,213,4383.16,7307,122,14,24,4333.07,50.09,2882.63,32999,811,35.93,1.5205,13850.79
MS5767,A320,KHI,DXB,2025-10-07 22:29,2025-10-07 23:57,88,1919.31,6823,164,10,23,1828.23,91.08,1190.18,32117,811,11.7,1.6126,6065.02
PK1987,A320,JED,IST,2025-09-27 12:59,2025-09-27 16:02,183,3857.77,9835,84,22,10,3758.35,99.42,2383.55,34248,780,45.93,1.6185,12190.55
EK3583,A320,JED,DEL,2025-06-21 04:57,2025-06-21 09:40,283,5697.23,12324,170,19,8,5783.24,-86.01,3886.02,31058,821,33.51,1.4661,18003.25
EK4154,A320,IST,CAI,2025-01-18 01:57,2025-01-18 03:23,86,1881.66,9287,172,23,14,1812.87,68.79,1261.41,37849,873,10.94,1.4917,5946.05
QR4003,A320,DOH,DXB,2025-12-25 13:07,2025-12-25 13:33,26,586.25,7136,165,27,21,591.36,-5.11,378.52,37119,853,3.55,1.5488,1852.55
MS1362,A320,DEL,IST,2025-11-17 22:02,2025-11-18 03:52,350,7133.6,10871,171,21,16,7108.71,24.89,4573.44,36181,783,41.72,1.5598,22542.18
EK1393,A320,KHI,JED,2025-07-11 11:27,2025-07-11 14:50,203,4040.69,10804,154,18,5,4168.04,-127.35,2882.63,30190,848,26.24,1.4017,12768.58
TK5617,A320,KHI,DEL,2025-03-21 03:57,2025-03-21 05:09,72,1574.78,15119,83,24,17,1591.19,-16.41,1067.83,33882,880,18.97,1.4747,4976.3
MS7359,A320,IST,CAI,2025-03-17 15:56,2025-03-17 17:24,88,1794.17,7671,94,24,20,1836.71,-42.54,1261.41,38604,851,19.09,1.4224,5669.58
AI4946,A320,JED,CAI,2025-09-10 20:13,2025-09-10 21:41,88,1882.6,13799,178,20,15,1897.99,-15.39,1214.94,37695,823,10.58,1.5495,5949.02
MS3664,A320,DEL,DOH,2025-06-27 00:13,2025-06-27 03:09,176,3577.54,7849,108,23,9,3598.49,-20.95,2553.18,34698,868,33.13,1.4012,11305.03
PK8671,A320,DEL,DXB,2025-04-03 17:22,2025-04-03 19:55,153,3054.48,13783,175,11,25,3197.83,-143.35,2186.68,37913,855,17.45,1.3969,9652.16
